"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","GENE1_INTERACTIONS_AS_BD","GENE1_INTERACTIONS_TOTAL","GENE2_INTERACTIONS_AS_AD","GENE2_INTERACTIONS_TOTAL","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress","SYMBOL_AD","SYMBOL_BD"
"2.35","1.0404185306554523","0.425531914893617","0.017857142857142856","4","9","5","9","4","9","4","false","FBgn0035978","12.75","5","1","false","0","FBgn0035978","39273190","UGP","UGP"
"1.5","0.4247715919276265","0.6666666666666666","0.0","2","4","3","4","1","4","1","false","FBgn0037372","6.25","3","0","false","0","FBgn0037372","15709117","CG2091","CG2091"
"1.0","0.09766893849648968","1.0","0.05555555555555555","1","28","1","29","28","29","27","false","FBgn0000546","39.357142857142854","1","0","false","0","FBgn0000546","1426126","EcR","EcR"
"1.0","0.32650922625039264","1.0","0.005208333333333333","1","64","4","66","62","66","60","false","FBgn0010602","13.4375","4","0","false","0","FBgn0010602","6738164","lwr","lwr"
"5.333623693379791","8.603143162716785","0.187489792585334","0.001295816364309515","13","79","72","81","9","81","7","false","FBgn0025637","9.04054054054054","72","3","false","1","FBgn0025637","135384195","SkpA","SkpA"
"0.0","0.0","0.0","0.1","0","5",,,"5","5","5","false","FBgn0039554","57.4","0","0","false","0","FBgn0039554","0","CG5003",
"6.332752613240418","0.38488911754525335","0.1579092159559835","0.0","14","4","1","4","3","4","3","false","FBgn0039667","40.666666666666664","1","1","false","0","FBgn0039667","8285145","CG2010","CG2010"
"0.0","0.0","0.0","0.16666666666666666","0","4",,,"4","4","4","false","FBgn0041171","57.0","0","0","false","0","FBgn0041171","0","ago",
"0.0","0.0","0.0","0.0","0","4",,,"4","4","4","false","FBgn0043010","32.5","0","0","false","0","FBgn0043010","0","Fsn",
"0.0","0.0","0.0","0.0","0","4",,,"4","4","4","false","FBgn0046301","44.5","0","0","false","0","FBgn0046301","0","CG7148",
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0052843","74.0","0","0","false","0","FBgn0052843","0","Dh31-R",
"7.067073170731708","7.053080988882854","0.14150129421915444","0.02077922077922078","16","58","35","65","30","65","23","false","FBgn0265998","20.160714285714285","35","0","false","1","FBgn0265998","118941719","Doa","Doa"
"0.0","0.0","0.0","0.0","0","2",,,"2","2","2","false","FBgn0086451","59.0","0","0","false","0","FBgn0086451","0","l(2)k09022",
"7.389372822299651","17.553045102089154","0.13532948249440058","0.05694164989939638","16","73","26","81","55","81","47","false","FBgn0025674","30.225352112676056","26","2","false","0","FBgn0025674","338058858","CycK","CycK"
"0.0","0.0","0.0","0.029556650246305417","0","29",,,"29","29","29","false","FBgn0000166","39.172413793103445","0","0","false","0","FBgn0000166","0","bcd",
"6.454703832752613","16.74880489782708","0.15492577597840756","0.029239766081871343","15","21","18","21","3","21","3","false","FBgn0004106","17.526315789473685","18","2","false","0","FBgn0004106","330927817","Cdk1","Cdk1"
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0010113","71.0","0","0","false","0","FBgn0010113","0","hdc",
"0.0","0.0","0.0","0.03333333333333333","0","25",,,"25","25","25","false","FBgn0011224","34.04","0","0","false","0","FBgn0011224","0","heph",
"0.0","0.0","0.0","0.041666666666666664","0","9",,,"9","9","9","false","FBgn0015904","34.44444444444444","0","0","false","0","FBgn0015904","0","ara",
"0.0","0.0","0.0","0.09047619047619047","0","15",,,"16","16","15","false","FBgn0016081","46.733333333333334","0","0","false","0","FBgn0016081","0","fry",
"0.0","0.0","0.0","0.039473684210526314","0","20",,,"21","21","20","false","FBgn0023517","31.65","0","0","false","0","FBgn0023517","0","Pgam5",
"1.6","0.44413729269013874","0.625","0.08333333333333333","2","16","2","16","14","16","14","false","FBgn0023526","32.8125","2","0","false","0","FBgn0023526","10239997","CG2865","CG2865"
"0.0","0.0","0.0","0.039473684210526314","0","20",,,"21","21","20","false","FBgn0030459","37.9","0","0","false","0","FBgn0030459","0","CG12723",
"1.0","0.050583254394389675","1.0","0.06666666666666667","1","6","1","6","5","6","5","false","FBgn0263706","42.0","1","0","false","0","FBgn0263706","906622","CG43658","CG43658"
"0.0","0.0","0.0","0.023333333333333334","0","25",,,"28","28","25","false","FBgn0034371","32.32","0","0","false","0","FBgn0034371","0","SP2637",
"8.386759581881533","6.07305151151529","0.11923556294142086","0.02148664343786295","17","43","2","54","52","54","41","false","FBgn0035397","30.761904761904763","2","1","false","0","FBgn0035397","109839651","CG11486","CG11486"
"0.0","0.0","0.0","0.006048387096774193","0","32",,,"32","32","32","false","FBgn0037280","23.03125","0","0","false","0","FBgn0037280","0","CG1126",
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0037518","71.0","0","0","false","0","FBgn0037518","0","CG2641",
"0.0","0.0","0.0","0.03333333333333333","0","21",,,"21","21","21","false","FBgn0039348","31.666666666666668","0","0","false","0","FBgn0039348","0","Npl4",
"0.0","0.0","0.0","0.023809523809523808","0","28",,,"28","28","28","false","FBgn0039970","36.142857142857146","0","0","false","0","FBgn0039970","0","CG17508",
"1.0","0.09695444032472295","1.0","0.021538461538461538","1","26","1","26","25","26","25","false","FBgn0260943","30.96153846153846","1","0","false","0","FBgn0260943","2041046","Rbp6","Rbp6"
"1.5","0.0","0.6666666666666666","0.0","2","3","3","3",,,"0","false","FBgn0025712","12.333333333333334","3","0","false","0","FBgn0025712","0",,"CG13920"
"1.0","8.216365721865806E-4","1.0","0.0","1","4","2","4","2","4","2","false","FBgn0262736","1.6666666666666667","2","1","false","0","FBgn0262736","9613","Vha16-1","Vha16-1"
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0033474","3.0","0","0","false","0","FBgn0033474","0","CG1407",
"1.0","0.10008213801579853","1.0","0.003787878787878788","1","33","1","36","35","36","32","false","FBgn0040972","13.545454545454545","1","0","false","0","FBgn0040972","2623885","CG16978","CG16978"
"7.610966057441253","0.0","0.1313893653516295","0.0","16","5","5","5",,,"0","false","FBgn0025743","41.6","5","0","false","0","FBgn0025743","0",,"mbt"
"0.0","0.0","0.0","0.0","0","14",,,"14","14","14","false","FBgn0000157","27.0","0","0","false","0","FBgn0000157","0","Dll",
"12.411149825783973","0.5073186211411714","0.08057271195957327","0.1","23","7","5","7","2","7","2","false","FBgn0025790","7.666666666666667","5","1","false","0","FBgn0025790","8317193","TBPH","TBPH"
"0.0","0.0","0.0","0.3333333333333333","0","3",,,"3","3","3","false","FBgn0011666","9.0","0","0","false","0","FBgn0011666","0","msi",
"11.425087108013937","3.3678139213636684","0.08752668496492834","0.02287581699346405","22","19","6","19","13","19","13","false","FBgn0031883","20.444444444444443","6","1","false","0","FBgn0031883","53973790","Caper","Caper"
"1.5","0.1257415441719069","0.6666666666666666","0.017857142857142856","2","9","1","10","9","10","8","false","FBgn0261456","34.125","1","1","false","0","FBgn0261456","2147356","hpo","hpo"
"1.5","0.13071924040996336","0.6666666666666666","0.0","2","6","1","6","5","6","5","false","FBgn0035693","4.4","1","1","false","0","FBgn0035693","2054886","CG8219","CG8219"
"1.0","0.09781509459119883","1.0","0.25","1","4","1","4","3","4","3","false","FBgn0086675","8.25","1","0","false","0","FBgn0086675","1510620","fne","fne"
"15.472413793103449","0.0","0.06463115667483842","0.0","27","14","14","14",,,"0","false","FBgn0025809","7.285714285714286","14","0","false","0","FBgn0025809","0",,"Paf-AHalpha"
"0.0","0.0","0.0","0.0","0","5",,,"6","6","5","false","FBgn0011826","18.4","0","0","false","0","FBgn0011826","0","Pp2B-14D",
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0015829","14.0","0","0","false","0","FBgn0015829","0","TfIIEbeta",
